#{"t_start": 1666814757.230863, "env_id": "smb-up-right-v0"}
r,l,t
44.821398,5,2264.376582
-3.101033,4,2265.705503
25.34322,7,2267.369175
55.610155,7,2268.764282
12.753368,2,2270.395095
299.936911,28,2273.745458
315.734064,28,2277.313535
44.209568,7,2278.776849
325.695862,28,2282.11254
295.367269,28,2285.877458
19.668895,5,2287.127623
30.480533,6,2289.114149
26.488942,5,2290.626141
19.998323,5,2292.009061
23.277274,6,2293.370709
315.143859,28,2296.652191
260.258002,28,2299.940833
5.229833,4,2301.28468
290.382167,28,2304.395196
9.395944,3,2305.489261
265.393765,28,2308.410729
2.445072,3,2309.509075
41.401427,7,2310.876256
263.959775,28,2314.40583
15.489022,4,2315.584802
217.92927,28,2319.728349
51.885413,5,2321.266526
36.909866,6,2323.115093
41.239423,4,2324.294557
319.773706,28,2327.808178
265.623664,28,2330.527091
54.080706,7,2332.742996
24.832631,5,2334.303246
17.707465,7,2336.184093
30.165827,3,2337.260787
29.605147,6,2338.477917
246.012193,28,2341.797735
236.535773,28,2345.387942
290.04524,28,2348.348038
48.101707,6,2376.402292
19.726739,7,2377.80666
225.339416,28,2381.180184
27.397924,7,2383.025074
35.38519,6,2384.515237
31.674039,7,2385.917093
289.618991,28,2388.987131
16.596635,4,2390.17599
24.010288,4,2391.3985
255.216579,28,2394.339305
16.720378,6,2396.139629
246.958512,28,2399.654736
35.314573,5,2400.920046
4.017423,3,2402.590571
30.296791,6,2406.260034
47.128583,7,2408.046535
11.149102,3,2409.553405
19.211282,7,2411.277025
238.47285,28,2415.138921
27.670165,7,2417.366881
40.771106,7,2418.626466
19.895096,4,2419.780434
210.911892,28,2422.468116
15.999964,4,2423.618914
18.457843,3,2424.831597
49.869687,7,2426.937754
12.26881,6,2428.508369
19.818711,7,2429.872086
22.846789,6,2431.1227
299.015266,28,2434.871671
30.762681,4,2436.229164
26.628196,6,2438.960406
226.055155,28,2442.160616
3.294911,4,2443.429384
0.017042,3,2444.581769
241.156724,28,2447.411044
26.712971,6,2449.167223
19.129788,4,2450.781247
7.806252,5,2452.180423
7.602199,6,2454.393029
-2.146525,5,2456.031584
216.84908,28,2459.885012
4.336519,3,2461.596312
207.417531,28,2464.928453
7.388795,3,2466.877922
11.116553,5,2468.596834
227.42092,28,2471.807927
314.398515,28,2475.374183
299.534816,28,2478.439558
16.699051,3,2479.539639
302.759744,28,2482.78806
289.633896,28,2485.333306
6.06052,4,2486.51994
2.185531,1,2487.79494
54.864855,7,2489.370389
289.228525,28,2492.680561
33.689648,4,2493.934803
17.286465,4,2495.252371
21.343795,4,2496.837831
367.7545,28,2499.672092
18.374808,5,2501.059955
22.571352,5,2502.246981
344.12178,28,2504.818993
323.486477,28,2508.966717
30.201216,3,2510.112996
22.566822,5,2512.118489
359.759656,28,2517.053301
347.180948,28,2519.861787
47.603294,7,2521.329491
398.13279,28,2524.054125
60.414865,6,2525.794156
330.171476,28,2529.425094
284.961923,28,2533.1789
7.269207,6,2534.485102
382.870172,28,2537.405896
32.545524,4,2538.564379
381.791436,28,2541.756798
27.978715,4,2543.080283
48.106492,6,2544.310598
34.138147,5,2545.738568
370.358849,28,2548.650849
293.962998,28,2551.913898
331.028675,28,2555.231182
31.852951,4,2556.569879
35.46513,5,2558.113844
62.05517,7,2559.611856
12.48528,5,2561.02673
2.893547,1,2562.039323
11.479338,4,2563.242638
30.803086,5,2565.036495
306.388029,28,2568.064836
349.668309,28,2571.324404
25.684016,4,2572.618277
353.141163,28,2576.565754
342.37158,28,2579.158163
13.273984,5,2580.488637
365.107845,28,2583.052154
17.576821,5,2584.805041
34.2916,6,2586.298036
18.370103,4,2587.963731
391.609483,28,2591.872108
346.526467,28,2595.011447
10.856855,7,2596.436653
350.871864,28,2599.332012
32.222291,5,2600.987985
19.095096,4,2602.952102
11.725812,4,2604.50614
10.387633,3,2605.680503
324.048692,28,2608.778124
40.737391,6,2610.081519
18.329973,5,2611.583069
334.397413,28,2614.707482
40.418057,6,2616.044087
61.179337,7,2617.333426
56.842176,6,2618.677872
56.738035,7,2620.415065
3.316195,1,2621.590748
25.518181,4,2622.939126
352.435218,28,2626.822834
300.40455,28,2630.363957
27.206646,3,2631.899812
44.315706,6,2633.932655
18.189969,7,2635.408355
389.169617,28,2639.072124
81.927986,7,2640.481202
22.458984,5,2641.771284
35.713844,5,2643.964682
291.463325,28,2647.430709
348.0993,28,2650.271224
345.967224,28,2653.921889
6.505203,6,2655.318552
307.998343,28,2657.83597
286.207455,28,2661.432628
7.170289,1,2663.187947
311.75492,28,2666.589696
47.130632,5,2667.995307
336.827042,28,2672.206458
28.696929,7,2673.994752
11.27678,3,2675.564508
4.15816,3,2677.799083
28.343085,5,2679.408633
39.879653,6,2680.697207
38.185148,5,2682.154625
12.428974,2,2683.394349
305.969436,28,2686.382216
371.307682,28,2690.446682
57.060979,7,2693.701698
310.041224,28,2697.126324
-0.910419,5,2698.34902
29.207032,6,2699.746577
19.941078,4,2700.952212
41.599008,7,2702.51871
23.835684,5,2703.880771
311.298795,28,2706.683684
21.235327,6,2707.864191
319.311605,28,2711.59305
13.974799,3,2712.900007
26.524248,4,2714.465247
358.426538,28,2718.877428
307.667447,28,2722.592519
43.66717,6,2723.835161
16.236701,3,2725.036937
47.097882,5,2726.535008
352.278412,28,2729.846558
337.24842,28,2732.915185
418.978025,28,2735.712797
376.925065,28,2739.374232
355.136121,28,2743.682227
57.574325,7,2745.38785
16.14551,1,2746.646759
335.397684,28,2750.30201
3.37521,6,2751.848994
390.438645,28,2755.995248
329.777602,28,2759.206973
43.24914,7,2760.840018
320.646546,28,2764.279039
51.45287,6,2766.111102
13.20894,5,2767.359366
12.631461,6,2768.875647
10.860462,4,2770.418327
258.432277,28,2773.32584
44.571307,5,2774.587517
24.488739,6,2777.376163
9.850436,4,2778.777956
301.173085,28,2781.325433
335.859627,28,2784.123693
303.87415,28,2787.730501
68.340079,7,2790.861026
27.813883,5,2792.056282
14.868492,6,2793.416976
320.515859,28,2796.883282
11.560811,1,2798.717129
274.415614,28,2801.792285
41.729012,5,2803.095961
15.959934,5,2804.324986
297.660391,28,2807.637457
278.59564,28,2811.112868
320.384223,28,2814.284814
357.175929,28,2817.13137
11.911881,2,2818.405502
357.457401,28,2821.060663
25.882488,5,2822.967301
57.426137,6,2850.839175
10.063363,6,2852.121842
26.066345,5,2854.122634
24.67804,4,2855.543019
22.549026,6,2857.287049
38.975766,7,2858.835416
19.543082,7,2860.39107
41.80339,5,2861.906387
20.39782,7,2863.372902
335.165028,28,2866.318564
305.886102,28,2870.35789
337.267094,28,2873.611034
22.648933,6,2875.496027
327.642656,28,2879.698686
19.582835,5,2880.83129
307.222088,28,2884.583004
289.449549,28,2887.514269
265.682695,28,2891.263733
284.012475,28,2896.510661
305.374038,28,2900.046883
349.38543,28,2903.21955
240.204443,28,2906.579221
10.365502,4,2907.767519
19.517185,5,2909.110803
5.265469,6,2911.101356
293.883533,28,2913.982048
22.982987,3,2915.117618
32.832021,5,2916.427448
52.033419,5,2917.944362
243.191803,28,2921.72425
8.560486,4,2923.015576
282.943409,28,2925.855176
22.730095,5,2927.199522
229.659742,28,2930.818157
13.992456,5,2932.103778
32.052572,5,2933.462162
250.831082,28,2936.396384
19.960503,7,2937.880846
18.615798,4,2939.363643
32.071063,6,2940.895884
274.551848,28,2944.049191
287.29089,28,2947.086933
16.431487,4,2948.293169
17.86631,6,2950.243467
27.429545,6,2951.846909
295.16787,28,2955.229638
9.208614,5,2956.48194
191.010266,28,2959.757365
25.265239,4,2961.194036
38.088665,6,2962.496129
4.456809,3,2963.595568
347.971594,28,2966.502451
16.411956,4,2967.646098
27.854284,4,2968.839434
280.534702,28,2973.667557
223.023463,28,2976.512311
315.858884,28,2980.244442
322.547807,28,2983.06343
354.168219,28,2986.381624
18.735576,5,2988.158985
39.34829,6,2989.570791
322.959894,28,2992.826677
11.069264,6,2994.654369
21.743419,6,2996.584836
14.733956,5,2997.796037
324.155429,28,3001.720662
28.450558,5,3003.108083
319.113418,28,3006.086252
280.808146,28,3009.157593
20.468291,5,3010.406108
38.128466,4,3011.627102
254.414641,28,3014.586908
272.505243,28,3017.716182
41.073148,7,3019.163125
19.676386,4,3020.311398
9.572059,6,3022.101662
32.422716,6,3023.32583
45.415133,6,3024.52245
328.951651,28,3027.808463
34.23767,7,3029.767515
33.12068,7,3031.222937
268.021651,28,3034.211968
312.619642,28,3037.666046
64.52487,6,3038.94405
28.066004,6,3040.226166
296.3466,28,3043.379214
33.880078,5,3044.783986
268.75685,28,3048.105074
43.621297,7,3049.490589
30.842617,5,3051.219219
9.191433,5,3053.333097
16.755212,1,3054.55485
36.039022,6,3055.948655
284.000614,28,3059.161421
7.632959,3,3060.369154
21.975817,7,3061.782233
241.800143,28,3065.321175
312.374475,28,3068.541857
294.727477,28,3071.452978
49.132261,7,3072.702356
321.451368,28,3075.87562
348.708623,28,3078.842355
50.135155,6,3080.259495
260.585682,28,3083.39167
47.757338,5,3084.564496
43.882023,7,3085.938546
308.925118,28,3089.091983
25.799875,4,3090.418944
14.058483,4,3091.862018
299.745452,28,3094.643828
340.735998,28,3097.812413
292.338442,28,3100.997968
326.867714,28,3104.595018
300.19071,28,3109.409125
13.827729,3,3110.829407
242.590807,28,3113.916238
21.205366,4,3115.331178
46.580379,7,3116.982261
317.276118,28,3120.590045
28.514717,5,3122.531238
0.504054,1,3125.130774
27.889931,4,3126.266255
75.408645,7,3127.674604
14.62579,5,3129.347911
312.745751,28,3134.181026
26.369841,5,3135.763324
295.074681,28,3139.128762
54.481252,6,3140.389159
267.655506,28,3143.108108
10.79425,3,3144.197655
69.400756,7,3145.56741
326.343804,28,3149.266263
15.375653,4,3152.376768
19.87354,6,3153.643053
21.579631,4,3155.127296
29.817331,5,3156.652138
284.467739,28,3160.56808
353.445322,28,3164.303064
262.166565,28,3167.034321
18.969207,4,3168.280212
280.383266,28,3172.278939
20.400019,6,3173.766028
16.928929,3,3175.493408
40.832646,7,3178.471591
74.9457,7,3181.061764
43.084507,7,3182.668076
248.314251,28,3186.998216
28.706832,5,3188.334367
342.025428,28,3191.930742
74.543926,6,3193.783579
297.814357,28,3197.148572
346.020414,28,3200.758407
233.91874,28,3205.984364
0.655518,1,3207.558781
67.054435,7,3208.978078
14.481227,5,3210.391115
39.16588,7,3214.034372
321.508866,28,3217.830348
294.942753,28,3221.152327
346.820653,28,3225.054978
281.330992,28,3228.646527
286.14141,28,3233.212054
36.020806,7,3234.627403
295.607448,28,3237.995896
50.631853,6,3239.520253
293.561996,28,3245.980789
308.457855,28,3249.462499
332.459946,28,3253.328813
64.409211,6,3254.702761
26.016623,4,3256.205344
362.796995,28,3259.526811
271.818291,28,3263.171279
331.887795,28,3266.992149
25.652189,6,3272.197115
33.944842,6,3274.133986
326.32497,28,3280.994992
294.985372,28,3284.789414
259.337613,28,3288.2958
341.20863,28,3292.219281
16.834837,4,3293.566726
263.19205,28,3297.015022
357.034722,28,3301.496315
20.07399,3,3303.588094
16.075507,3,3305.130039
27.287033,4,3306.794831
344.208429,28,3310.155774
57.779566,6,3312.062438
344.842386,28,3316.2243
285.536935,28,3319.469233
311.001291,28,3322.723268
12.591703,4,3324.517749
272.113067,28,3327.223012
87.307529,12,3329.626267
36.06946,6,3331.196853
24.295934,4,3332.405465
333.597361,28,3335.695178
332.53059,28,3338.952325
305.164514,28,3341.644678
41.164691,5,3343.332977
31.741506,5,3344.816007
50.276613,5,3346.576244
22.034403,7,3348.001138
329.353159,28,3353.757766
91.066301,7,3355.207474
40.003119,6,3356.479551
80.570436,6,3358.696266
8.013121,1,3361.779422
48.651345,5,3363.041348
49.425146,7,3364.710287
47.221535,5,3366.335747
49.68204,6,3368.218074
5.65068,3,3369.442478
48.830254,7,3370.933802
353.202449,28,3376.265753
14.575822,4,3377.641686
71.613726,7,3379.805165
347.655892,28,3384.224061
363.53681,28,3387.452042
87.20152,6,3388.749273
36.226727,4,3390.047382
317.676353,28,3394.371129
392.201618,28,3398.185067
36.311786,4,3399.45361
8.641368,2,3401.17602
10.272767,2,3402.557235
294.38544,28,3406.66507
42.692022,6,3408.498775
325.80138,28,3413.518601
368.108932,28,3418.925204
35.002689,6,3420.338726
9.157217,6,3422.380822
26.405472,6,3423.826981
46.164227,5,3425.286606
293.411612,28,3428.588407
33.18981,6,3430.064816
357.257037,28,3433.120953
361.398803,28,3436.608655
340.191891,28,3440.647642
361.029144,28,3443.366528
333.314607,28,3447.795079
333.710754,28,3451.165229
325.959713,28,3455.041552
100.706434,7,3456.378071
35.315101,5,3457.548725
327.066051,28,3460.796523
304.522722,28,3464.411313
25.646566,3,3465.912118
45.051223,6,3467.206819
30.516885,4,3468.398283
36.42097,7,3470.029623
335.171067,28,3473.178811
326.799655,28,3476.826716
44.296991,5,3478.076861
352.364865,28,3481.4347
348.461012,28,3484.606359
378.640641,28,3487.573853
362.961396,28,3491.004994
363.21961,28,3494.129331
364.25008,28,3497.986972
261.212448,28,3501.205128
359.54541,28,3504.210106
363.571612,28,3507.512086
340.30935,28,3510.696624
335.334499,28,3513.66216
40.476328,5,3514.89389
352.842169,28,3518.831136
344.553049,28,3522.129304
377.699081,28,3525.195383
383.326718,28,3528.498429
332.8534,28,3532.39054
26.670772,3,3533.472301
363.821808,28,3536.496307
311.047679,28,3539.113736
42.147934,6,3540.569389
379.872096,28,3543.553651
434.56012,28,3546.640571
339.024627,28,3549.923489
400.940077,28,3552.859811
362.614253,28,3555.742024
327.770426,28,3559.323835
42.96666,5,3561.071912
362.701684,28,3564.195099
330.583889,28,3567.547831
415.061405,28,3571.115216
353.727451,28,3574.214252
19.325556,2,3575.447025
318.328589,28,3578.486471
45.568775,3,3579.691823
390.258547,28,3583.438064
24.78382,4,3585.054923
35.978425,5,3586.354578
326.588626,28,3589.204386
337.204841,28,3592.48718
62.156771,6,3593.741517
329.273933,28,3596.367414
296.07356,28,3600.345276
72.69839,6,3602.100572
0.67213,4,3603.309672
324.538473,28,3606.294808
69.49406,7,3607.717104
381.931217,28,3611.364104
346.564275,28,3615.407703
46.153523,5,3617.02754
358.523268,28,3620.36539
371.698293,28,3623.500427
333.990921,28,3627.198272
35.976265,4,3628.377627
45.502853,5,3630.393146
36.809522,4,3631.60726
29.385079,4,3632.752706
326.539723,28,3635.536868
381.869012,28,3638.526106
425.148255,28,3641.915017
383.960463,28,3644.804282
107.707835,7,3646.229267
405.985525,28,3649.775448
31.499265,4,3651.047145
336.945561,28,3653.946683
41.896445,3,3655.411741
46.738,5,3656.955384
6.636063,1,3658.041744
413.818271,28,3661.26512
51.010906,6,3662.641892
318.987307,28,3665.675341
53.518617,6,3667.037593
43.748053,6,3668.570178
371.523288,28,3671.792121
52.304282,4,3673.285806
401.10527,28,3676.416296
384.077543,28,3680.46723
431.008102,28,3684.258235
355.965578,28,3687.681291
36.187139,5,3689.162988
426.571301,28,3692.414651
389.945187,28,3695.136652
404.92421,28,3698.434232
392.577608,28,3701.872874
410.560514,28,3704.939273
420.598617,28,3708.370491
382.992079,28,3711.463598
384.017712,28,3715.002972
439.376783,28,3717.884977
400.393811,28,3720.6076
396.593833,28,3723.788019
399.760391,28,3726.876581
105.40464,7,3728.745805
397.796508,28,3731.929795
405.138786,28,3735.772012
86.081348,6,3737.095759
401.511065,28,3740.135753
371.948331,28,3742.902488
47.406993,4,3744.32031
77.154674,7,3745.862995
79.909066,7,3747.53319
384.780125,28,3751.062904
354.378981,28,3754.469613
372.698095,28,3757.866653
61.269193,5,3759.29458
342.498391,28,3762.892785
329.656564,28,3766.198962
338.479934,28,3768.781384
365.764647,28,3772.300668
402.744003,28,3776.395896
30.950231,7,3778.644452
30.722643,3,3779.802708
60.521976,5,3781.900928
59.931088,5,3783.82996
348.271789,28,3788.627184
53.418835,5,3790.124994
82.147217,5,3792.447336
335.294236,28,3795.817807
43.104834,4,3797.695309
376.523772,28,3802.064828
114.637486,7,3803.421353
23.744438,4,3805.474746
365.084944,28,3809.459333
350.488376,28,3814.058463
417.036631,28,3817.822932
344.211863,28,3821.176655
356.135073,28,3824.712604
360.57845,28,3828.39441
387.316618,28,3831.3773
48.659229,5,3832.838078
378.273022,28,3836.31381
392.654146,28,3839.29184
467.44239,28,3843.360346
22.752603,3,3845.130773
371.975054,28,3849.106411
388.446557,28,3852.782351
370.764795,28,3855.97872
339.759909,28,3860.277204
393.499324,28,3864.422084
369.885011,28,3867.711322
50.089011,4,3869.18849
83.025531,6,3870.6075
425.511828,28,3873.659155
380.640262,28,3876.159757
338.29301,28,3879.027503
418.909625,28,3882.087267
357.32362,28,3885.644695
345.914121,28,3888.646894
355.501171,28,3892.264753
